Q59X38	Pescadillo homolog (Nucleolar protein 7 homolog)	
Q5AP90	Alpha-1,2-mannosyltransferase MNN23 (EC 2.4.1.-)	
I1RU59	Uncharacterized protein	
Q8J0E3	Tetraspanin	
C1KJG7	AVR-Pita1 (Avr-Pita1 protein) (Effector protein AVR-Pita1)	
Q4ZMD6	Effector protein hopAB1	
Q56134	Cell invasion protein SipB (Effector protein SipB)	
Q6PQH2	Kazal-like serine protease inhibitor EPI1	
Q5AK12	Uncharacterized protein	
I1RSK0	Uncharacterized protein	
D7I6Y8	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta)	
Q59TT3	Uncharacterized protein	
Q9L8G8	LuxR family transcriptional regulator (SmcR) (SmcR-like protein) (SmcR-like protein VvpR) (VvpR)	
Q59UR3	Uncharacterized protein	
Q5ABD7	Serine/threonine-protein phosphatase (EC 3.1.3.16)	
B6VCT7	Autophagy-related protein	
G0X7M7	Uncharacterized protein (Fragment)	
Q4G495	Endopolygalacturonase 2 (EC 3.2.1.15) (Polygalacturonase 2)	
Q2TJF8	Stalk rot protein	
Q9C1Q7	Putative two-component histidine kinase Fos-1	
Q5A2T6	Ferrichrome-type siderophore transporter	
Q2V9X3	Zinc finger transcription factor 1	
D7I2L9	NLP/P60 family protein	
Q96VL3	Putative Rab/GTPase	
I1RE92	Uncharacterized protein	
Q0PND3	Triacylglycerol lipase	
Q5ACU3	Dolichyl-phosphate-mannose--protein mannosyltransferase 5 (Protein mannosyltransferase 5) (EC 2.4.1.109)	
Q888W3	Type III effector HopAG1	
Q8Z6N6	Putative type III secretion protein	
I1RS33	Uncharacterized protein	
X5IFG8	Polyketide synthase	
G4NHF4	Alpha,alpha-trehalose-phosphate synthase 1	
Q9P880	Adenylate cyclase	
P0CL09	Transcriptional regulator sirC	
B6VCT9	Ste11 (EC 2.7.11.25)	
Q5ABP4	Serine/threonine-protein phosphatase (EC 3.1.3.16)	
E3QRA4	Multicopper oxidase	
G4MWS3	Endo-1,4-beta-xylanase 3 (Xylanase 3) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase 3)	
D7I202	Voltage-dependent potassium channel protein	
D0ZWR8	Salmonella pathogenicity island 2 protein C (Secretion system apparatus protein B)	
Q4VSJ8	Acyl-homoserine-lactone synthase (EC 2.3.1.184) (Autoinducer synthesis protein)	
G4MKW8	Uncharacterized protein	
A4QYF9	Histone H2A.Z-specific chaperone CHZ1	
Q99324	Beta-1,2-D-glucosidase (EC 3.2.1.21) (Tomatinase)	
G4NDX0	Uncharacterized protein	
I0ISN4	cAMP-regulatory protein	
J5JDI1	Glycolipid 2-alpha-mannosyltransferase	
P67267	Nucleoid-associated protein spr1010	
O93920	Phosphoinositide phospholipase C (EC 3.1.4.11)	
G4MZY1	Peroxisomal hydratase-dehydrogenase-epimerase	
J9NE50	Uncharacterized protein	
P0CY28	Candidapepsin-3 (EC 3.4.23.24) (ACP 3) (Aspartate protease 3) (Secreted aspartic protease 3)	
Q69FA8	Crg1	
Q12634	Tetrahydroxynaphthalene reductase (EC 1.1.1.252) (T4HN reductase) (THNR)	
I1S0G8	Uncharacterized protein	
Q94795	Oligopeptidase B	
G4MLE6	V-SNARE	
P87199	Kinesin-like protein	
G0X7L8	Uncharacterized protein (Fragment)	
D7I145	Putative collagenase (EC 3.4.-.-)	
Q6RKH8	Polyketide synthase (Fragment)	
I6Y8D3	Glucokinase (Possible sugar kinase) (ROK family transcriptional regulator)	
Q5AL36	Carbohydrate metabolism regulator TYE7	
Q96VL1	Mitogen-activated protein kinase (EC 2.7.11.24)	
Q97PH9	Iron-dependent transcriptional regulator	
G4N8B1	Uncharacterized protein	
Q5D6D3	Nonribosomal peptide synthetase 6	
O93800	Akt1	
I1RSW5	Uncharacterized protein (cAMP-dependent protein kinase type 3)	
Q5AG40	Potential vacuolar sorting ATPase	
J9N2Z8	Uncharacterized protein	
Q9Y8A2	Fum1p	
P30573	Chitin synthase 3 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 3) (Class-IV chitin synthase 3)	
G1UAJ9	Zinc-finger transcription factor	
I1S3N8	Uncharacterized protein	
Q87UQ6	Oxidoreductase, iron-sulfur-binding protein	
Q8NKE2	Alternative oxidase, mitochondrial (EC 1.-.-.-)	
Q4PCH2	B-ZIP transcription factor (Uncharacterized protein)	
Q52394	AvrPphE (AvrPphE protein)	
P43093	Candidapepsin-4 (EC 3.4.23.24) (ACP 4) (Aspartate protease 4) (Secreted aspartic protease 4)	
A3M771	Superoxide dismutase (EC 1.15.1.1)	
P78737	A necrosis toxin (Ptr necrosis toxin) (ToxA)	
G2WWK9	25 kDa protein elicitor	
Q1L2E2	5-aminolevulinate synthase (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)	
Q4PBN8	Uncharacterized protein	
W7M5P0	Uncharacterized protein	
A6S414	Deleted.	
A0SXQ6	GTP-binding protein	
Q01168	Nitrogen regulatory protein NUT1	
I1RIV2	Uncharacterized protein	
G4N168	Serine/threonine-protein phosphatase (EC 3.1.3.16)	
Q59ZY7	Potential dual specificity phosphatase	
I1RP15	Uncharacterized protein	
Q523C3	Cysteine protease ATG4 (EC 3.4.22.-) (Autophagy-related protein 4)	
C5IAW5	Tox3	
D4I7B7	Two-component system, sensor kinase and response regulator (EC 2.7.13.3)	
Q8TGB2	GPI ethanolamine phosphate transferase 2 (EC 2.-.-.-) (Glycosylphosphatidylinositol-anchor biosynthesis protein 7)	
L8AYM6	Adenylate cyclase (EC 4.6.1.1)	
B6E222	Eburicol 14 alpha-demethylase (Fragment)	
Q99079	Vinclozolin resistance protein	
D7HVA7	Oxidoreductase, short chain dehydrogenase/reductase family (EC 1.-.-.-)	
I1RLH1	Uncharacterized protein	
Q59KJ7	Alpha-1,2-mannosyltransferase MNN21 (EC 2.4.1.-)	
Q00663	Candidapepsin (EC 3.4.23.24) (ACP) (Aspartate protease) (Secreted aspartic proteinase) (SAPT)	
H9L495	Secretion system apparatus protein	
Q4PBH8	Uncharacterized protein	
C5BEV2	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	
Q1HGK2	SNF1	
P53707	37 kDa cell surface protein	
P0C6Q6	Outer membrane protein U (Porin OmpU)	
Q5H2X8	Single-stranded DNA-binding protein	
Q4WUL6	Homoaconitase, mitochondrial (EC 4.2.1.36) (Homoaconitate hydratase)	
Q156F4	Trehalase (EC 3.2.1.28) (Alpha-trehalose glucohydrolase)	
G4NGZ9	Uncharacterized protein	
P87033	Guanine nucleotide-binding protein alpha-2 subunit	
Q0P928	Serine protease (Protease DO) (EC 3.4.21.-)	
I1RUC7	Uncharacterized protein	
I1S0C0	Uncharacterized protein	
Q8TFN5	Chitin synthase B	
L7JE74	Serine/threonine-protein kinase SCH9	
D2E9W9	Predicted monooxygenase	
G0X7P5	Uncharacterized protein	
G4N2V0	Uncharacterized protein	
Q5K8C9	Expressed protein	
Q9Y7E5	Transcription factor Spt3	
I1REF2	Elongator complex protein 3 (Uncharacterized protein)	
Q99078	Dual specificity protein kinase FUZ7 (EC 2.7.12.2)	
F8R4Y0	Polyketide synthase (Fragment)	
Q06562	Endo-1,4-beta-xylanase I (Xylanase I) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase 1)	
P40612	Surface presentation of antigens protein SpaM (Invasion protein InvI)	
G0X7W8	Uncharacterized protein (Fragment)	
G4N2B2	Homeoprotein	
Q2VLJ1	Isoamyl alcohol oxidase	
Q8DMX7	Uncharacterized protein	
G4NIP8	Calcium-proton exchanger	
B2SME5	Histidine kinase	
Q2VF46	Cutinase (EC 3.1.1.74)	
C4YDI6	Cell division control protein 42 homolog	
I1RT06	MAP kinase kinase MKK2/SSP33 (Uncharacterized protein)	
I1RCM6	Uncharacterized protein	
Q870A3	pH-response transcription factor pacC/RIM101	
Q4P9L1	Uncharacterized protein	
G4MV04	Osmosensing histidine protein kinase SLN1	
Q4ZY22	Sigma-70 region 2:Sigma-70 region 4	
D7HWR0	Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-) (EC 1.9.3.1)	
I8LT72	YopK	
P87025	Trihydroxynaphthalene reductase (EC 1.1.1.-) (T3HN reductase)	
I1RKR8	Meiotic mRNA stability protein kinase SSN3 (Uncharacterized protein)	
B2SRG8	Two-component system (Histidine kinase) sensor protein requried for AvrXa21 activity H (RaxH)	
I1RWL9	Uncharacterized protein	
I1RHA1	Uncharacterized protein	
I1RBR4	Cytochrome P450 51 (Uncharacterized protein)	
I1RKS2	Uncharacterized protein	
I1RGH4	Uncharacterized protein	
Q66EI1	Transcriptional repressor for pyruvate dehydrogenase complex (GntR family)	
Q51MW4	Autophagy-related protein 8 (Autophagy-related ubiquitin-like modifier ATG8)	
Q0UF61	Putative uncharacterized protein	
Q5AAL9	Cell wall protein IFF4 (Adhesin-like protein IFF4)	
Q8Z4A1	Pathogenicity 1 island effector protein	
I1REI8	Uncharacterized protein	
Q01905	Elicitin (Host-specific elicitor) (INF1)	
O13352	Mitogen-activated protein kinase (EC 2.7.11.24)	
E2MMQ4	Type III effector avrRpt2	
Q8Z6N0	Putative type III secretion ATP synthase (EC 3.6.1.34)	
I1RJS2	Guanine nucleotide-binding protein subunit beta (Uncharacterized protein)	
A4ULI8	Eburicol 14 alpha-demethylase (Fragment)	
Q3BQL2	Uncharacterized protein	
Q9SZA7	Probable disease resistance protein At4g33300	
G4MRV1	Uncharacterized protein	
I1RQN9	Mitogen-activated protein kinase (EC 2.7.11.24)	
Q3I4V7	Carbonic anhydrase 2	
Q4PET8	Uncharacterized protein	
C5BG70	Succinate dehydrogenase, cytochrome b556 subunit, putative	
Q8MYK0	Calcium-dependent protein kinase	
D7HVF9	ClpB protein (EC 3.6.1.15)	
I1RWG2	Uncharacterized protein	
P0A2T6	cAMP-activated global transcriptional regulator CRP (Catabolite activator protein) (CAP) (Catabolite gene activator) (cAMP receptor protein) (CRP) (cAMP regulatory protein)	
P43064	Enhanced filamentous growth protein	
G4NCK1	Uncharacterized protein (Fragment)	
I1RME6	Uncharacterized protein	
Q8J230	MAPKK kinase Kpp4	
Q92215	Putative fatty acid synthase subunit TOXC [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]	
G4ND33	Uncharacterized protein	
D7I6Y3	Bifunctional protein GlmU	
Q258K5	AvrLm1 protein	
O93801	Akt2 (Esterase/lipase family protein)	
B2HLZ8	Polyphosphate glucokinase PpgK	
Q87BQ4	GumD protein	
I1S2M5	Cytochrome P450 51 (Uncharacterized protein)	
Q9Y880	Serine threonine protein kinase SNF1p	
Q9HEW5	STE20	
P02829	ATP-dependent molecular chaperone HSP82 (82 kDa heat shock protein) (Heat shock protein Hsp90 heat-inducible isoform)	
I1RMV6	Uncharacterized protein	
G4NEK6	Triacylglycerol lipase	
Q4WIH1	Chitin synthase A (EC 2.4.1.16)	
Q8J0E2	Tetraspanin	
I1RXS5	Uncharacterized protein	
Q8Z6L8	Putative pathogenicity island effector protein	
Q8PI08	Leucin rich protein	
A7E5X4	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	
I1RKC4	Histone deacetylase (Uncharacterized protein)	
Q46631	Putative tyrosine-protein kinase AmsA (EC 2.7.10.-) (Amylovoran biosynthesis membrane-associated protein AmsA)	
D3JLB9	Thiol-transferase Tc52 (Fragment)	
G4MPP9	Uncharacterized protein	
Q4PBN9	Uncharacterized protein	
Q6R3Q3	Mitogen-activated protein kinase (EC 2.7.11.24)	
Q8TGW9	Putative transcriptional repressor	
B5TM01	CMK1	
A0A059UDR8	Protease-like effector BEC1019	
M1T210	Glutathione peroxidase (Fragment)	
G4XVC0	Chitin synthase 5	
O42621	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	
I1RM19	Uncharacterized protein	
G0X863	Uncharacterized protein (Fragment)	
I1RCP1	Uncharacterized protein	
P21264	Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)	
Q8Z4N6	Sulfurtransferase	
I1RW16	Cell division control protein 2 (Uncharacterized protein)	
Q52432	Avirulence protein (Fragment)	
G4NCA2	Peptidyl-tRNA hydrolase 2	
Q94FS7	Phytotoxic protein PcF	
Q595M4	GapA (Fragment)	
Q9UVG2	Ornithine decarboxylase	
B6E221	Eburicol 14 alpha-demethylase (Fragment)	
G4MS03	NAD-dependent histone deacetylase SIR2	
G4NBI7	Sterol esterase 2	
A4VZ16	Uncharacterized protein conserved in bacteria	
D7HZ46	Choline kinase (EC 2.7.-.-) (EC 2.7.1.32)	
P96058	Invasion response-regulator	
Q00357	Putative HC-toxin efflux carrier TOXA	
I1RWQ0	Kinase DC2 (Uncharacterized protein)	
P74855	Secretion system apparatus protein SsaM	
Q8TGV2	Chitin synthase V	
I1RNL0	Uncharacterized protein	
B5M4A8	Class VII chitin synthase (EC 2.4.1.16)	
P0A1T4	Uncharacterized protein YdhZ	
I1RS32	Serine/threonine-protein kinase hal4 (Uncharacterized protein)	
E0W547	Avh5	
P08191	Protein FimH	
P0C954	1,3-beta-glucanosyltransferase gel2 (EC 2.4.1.-) (Glucan elongating glucanosyltransferase 2)	
C6KEF5	Serine/threonine-protein kinase	
P0CS95	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	
Q5ABG1	Histone-lysine N-methyltransferase, H3 lysine-4 specific (EC 2.1.1.43) (COMPASS component SET1) (SET domain-containing protein 1)	
Q01143	CAMP-dependent protein kinase catalytic subunit	
Q9UWE7	Positive transcription factor (Transcription factor TRI6)	
Q01886	HC-toxin synthetase (HTS) (EC 6.3.2.-)	
Q00819	CAP64 protein	
V9W6M6	Putative non-ribosomal peptide ligase/ polyketide synthase hybrid	
Q8J0D1	Acr1	
D7HZ26	Uncharacterized protein	
Q9C478	AVR-Pita	
F8R4X8	Scytalone dehydratase (EC 4.2.1.94)	
J7I5J0	Chitin-binding protein 49	
Q696X2	Lactoylglutathione lyase (EC 4.4.1.5) (Glyoxalase I)	
P0CY23	Serine/threonine-protein kinase CST20 (EC 2.7.11.1)	
I1RT36	Kinase gsk3 (Uncharacterized protein)	
Q0ZJ79	PCPG2	
Q2FIB5	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	
G4MUF4	4-aminobutyrate aminotransferase	
Q60153	Toxin coregulated pilin (Pilus colonization factor)	
G4MX10	Uncharacterized protein	
G4N881	Uncharacterized protein	
Q7CQF1	Regulator of RpoS	
G4ML19	3'-5' exoribonuclease CSL4	
Q7Z7W8	Pathogenicity protein LopB	
P27243	O-antigen ligase	
Q4P9K9	Chitin synthase 8 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 8) (Myosin chitin synthase 1)	
B9VSG8	Putative secreted lipase	
Q59Y24	Uncharacterized protein	
Q9UW13	pH-response regulator protein palF/RIM8	
Q4P2D2	Uncharacterized protein	
Q8NJQ3	Decarboxylase DEC1 (EC 4.1.1.-)	
I1RNY7	Serine/threonine-protein kinase 24 (Uncharacterized protein)	
G4NF05	Cell pattern formation-associated protein stuA	
P0A2F0	ECF RNA polymerase sigma-E factor (RNA polymerase sigma-E factor) (Sigma-24)	
Q9P8U9	High-affinity iron permease CaFTR1	
Q48473	Outer membrane protein C (Porin OmpC) (Porin ompk36)	
Q5A1D3	Extracellular signal-regulated kinase 1 (ERK1) (EC 2.7.11.24) (MAP kinase 1) (MAPK 1)	
Q9C402	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	
A9QUB2	Endo-chitosanase (EC 3.2.1.132)	
I1RFM2	C-5 sterol desaturase (Uncharacterized protein)	
Q96WW9	ABC-transporter	
G4N6D4	cAMP-independent regulatory protein pac2	
Q4PFH2	Uncharacterized protein	
E9F082	Histidine kinase 1	
Q8X1F0	PAK1 kinase	
A7F946	Putative uncharacterized protein	
I1RRU2	Uncharacterized protein	
Q5H4Y2	Chorismate mutase (EC 5.4.99.5)	
G4N5E4	DNA ligase (EC 6.5.1.1)	
G4MLU0	Endo-1,4-beta-xylanase 5 (Xylanase 5) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase 5)	
Q87BQ7	GumH protein	
Q00845	Pectate lyase D	
Q2VLJ0	BZIP domain-containing transcription factor (Fusarium graminearum chromosome 1, complete genome) (Uncharacterized protein)	
Q96VB3	Aft3-1 (Aft3-2) (Enoyl-CoA hydratase/isomerase family protein)	
Q4UUG9	Uncharacterized protein	
A6SEF3	Deleted.	
Q4PHG8	Uncharacterized protein	
G2Y3E7	Similar to VeA (AN1052.3) Aspergillus nidulans protein	
P01556	Cholera enterotoxin subunit B (Cholera enterotoxin B chain) (Cholera enterotoxin gamma chain) (Choleragenoid)	
Q2MV46	AvrM	
Q0E7H5	Necrosis-and ethylene-inducing protein 1 (Putative necrosis and ethylene inducing peptide 1)	
G1UAU2	Transcription regulatory factor FLO8p	
P38442	Zona occludens toxin (Zonular occludens toxin) (Zot)	
Q4P0Z2	Uncharacterized protein	
I1RTC2	Uncharacterized protein	
C5BAT0	Glycine dehydrogenase (decarboxylating) (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))	
Q9UW03	ABC transporter	
F0UYY1	Acid phosphatase (Fragment)	
G4ZRQ8	Avr1b-1 avirulence-like protein	
Q6VBJ0	Epa1p	
Q5AEW4	Potential glycoprotein glucosyltransferase	
I1RZC6	Uncharacterized protein	
C4PCU2	DNA-binding capsular synthesis response regulator RcsB (RcsB) (Transcriptional regulator)	
G4N7K5	Uncharacterized protein	
Q2LMP0	Endo-1,4-beta-xylanase 11A (Xylanase 11A) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase 11A)	
F7IY49	Type IV pilin	
O59939	Pectate lyase B (EC 4.2.2.2)	
Q8J286	CLAP1	
G4N471	Potassium/sodium efflux P-type ATPase	
D7HVL9	Putative cytoplasmic protein	
G4N7V2	Uncharacterized protein	
Q525E4	Autophagy protein 5	
Q9Y7W4	Serine/threonine-protein kinase BUR1 (EC 2.7.11.22) (EC 2.7.11.23)	
R4I3H8	Chitin synthase class VII	
Q4PAM3	Uncharacterized protein	
Q48B66	Type III effector AvrB2	
Q48BC6	Type III effector HopAU1	
I1RNG8	Uncharacterized protein	
Q7WP75	Putative ATPase with chaperone activity	
I1RF58	Uncharacterized protein	
Q6LAD6	Cysteine protease avirulence protein AvrRpt2 (Avirulence protein AvrRpt2) (EC 3.4.22.-)	
Q04701	Pectate lyase A (EC 4.2.2.2)	
Q8X1D6	Mig2-2	
P74865	SpiB (Fragment)	
Q4PCH1	Uncharacterized protein	
H2DQH1	Calmodulin-ubiquitin-associated protein (Fragment)	
Q8TFN6	Chitin synthase A	
G4NC26	Autophagy-related protein 13	
Q48B68	Syringolide biosynthetic protein AvrD1	
Q9P4A1	Calcineurin-binding protein	
D2SZX7	Putative short chain dehydrogenase	
O42722	STE12alpha	
Q2KN79	1,3-beta-glucanosyltransferase (EC 2.4.1.-)	
Q8X122	MFalpha3	
Q5UIP5	AURR1 aurofusarin regulatory protein (Fragment)	
Q8TG10	Histone deacetylase (EC 3.5.1.98)	
P0C431	Mitogen-activated protein kinase HOG1 (MAP kinase HOG1) (EC 2.7.11.24)	
Q6WER3	Extracellular lipase (EC 3.1.1.3)	
G4MVB6	Uncharacterized protein	
B2SSA4	Two-component system sensor protein required for AvrXa21activity H2 (RaxH2)	
Q4UY34	Uncharacterized protein	
Q6RKD2	TAL effector protein PthXo1 (Avirulence protein PthXo1) (TAL effector protein Tal2b)	
Q4ZXM6	RNA polymerase sigma factor, ECF subfamily	
Q59WL2	Alpha-1,2-mannosyltransferase MNN2 (EC 2.4.1.-)	
B6E227	Eburicol 14 alpha-demethylase (Fragment)	
Q5XTQ5	Fructose transporter 1	
Q8Z6L2	Putative pathogenicity island protein	
G4ND25	alpha-1,2-Mannosidase (EC 3.2.1.-)	
G4MZM4	BZIP transcription factor	
G4NL37	DNA polymerase (EC 2.7.7.7)	
Q9JP55	CagA (Cytotoxin associated protein CagA) (Fragment)	
Q6RKG2	Polyketide synthase	
V6R9T0	Uncharacterized protein	
Q9C4A0	Endopolygalacturonase (EC 3.2.1.15)	
A7U5U4	Hsp70	
G4NA99	Transcription factor MBP1	
A9JX75	Putative uncharacterized protein	
D4ICB6	Lipoprotein NlpI	
D7I1I0	FMN reductase (EC 1.5.1.38)	
O42772	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)	
Q75WC4	DNA gyrase subunit A (EC 5.99.1.3)	
P0CT06	Isocitrate lyase (ICL) (Isocitrase) (Isocitratase) (EC 4.1.3.1)	
P0A240	Secretion system apparatus protein SsaP	
G4MUW5	Uncharacterized protein	
I1REQ8	Uncharacterized protein	
B6RIT9	Transmembrane protein 1	
B9K1X3	Phosphopantetheinyl transferase	
A0JC82	NADPH oxidase regulator NoxR	
F6K8L5	Putative Sec14 protein	
Q00903	Avenacinase	
B2C6F5	Avh331 (Avr1k)	
P07637	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	
Q8TFX6	G-protein alpha subunit, putative (Guanine nucleotide binding protein alpha subunit) (Probable g protein alpha subunit)	
P43068	Mitogen-activated protein kinase MKC1 (MAP kinase MKC1) (EC 2.7.11.24)	
I1RNH0	Uncharacterized protein	
Q9HUF2	Uncharacterized protein	
Q56R42	Mitogen-activated protein kinase HOG1 (MAP kinase HOG1) (EC 2.7.11.24)	
D0ZWU0	Secretion system apparatus protein SsaV	
Q6Q487	Calnexin homolog	
O60026	Polyketide synthase	
G4MSX7	Peroxisomal targeting signal 2 receptor	
P06653	Autolysin (EC 3.5.1.28) (Cell wall hydrolase) (Mucopeptide aminohydrolase) (Murein hydrolase) (N-acetylmuramoyl-L-alanine amidase)	
Q1L5B8	Phosphopantetheinyl transferase	
Q8Z6M9	Putative type III secretion protein	
P69917	Carbon storage regulator	
E4ZT84	Predicted protein	
Q4PD26	Uncharacterized protein	
Q0WXM3	Zn(II)2Cys6 transcription factor	
G4MSV0	Uncharacterized protein	
Q59J76	Phenoloxidase (Fragment)	
G7TJZ8	TAL effector protein Tal2g (AvrBs3 and PthA family of transcription activator-like effector proteins)	
G3CK22	Uncharacterized protein	
Q5AD07	Cell surface Cu-only superoxide dismutase 5 (EC 1.15.1.1) (Predicted GPI-anchored protein 3)	
B0XVF7	Alternative oxidase (EC 1.-.-.-)	
Q5ALT5	Potential cell surface flocculin	
C5MK57	Mitogen-activated protein kinase kinase	
B0RPP4	Two-component system response regulator receiver / transcriptional regulator	
I1RCN9	Uncharacterized protein	
A4ULJ0	Eburicol 14 alpha-demethylase (Fragment)	
Q96VL9	BcatrD protein	
Q4WPQ8	Transcriptional activator of proteases prtT (Zn(2)-C6 zinc finger-containing protein prtT)	
I1RQS1	Uncharacterized protein	
P30599	Chitin synthase 2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 2)	
P43076	pH-responsive protein 1 (pH-regulated protein 1)	
O59928	Chitinase	
Q09QS3	AVRa10	
G4N9C8	NmrA family protein	
Q8Z6M7	Putative secretion system protein	
C1KJH7	AVR-Pita1 (AVR-Pita1 protein) (Effector protein AVR-Pita1)	
I1RFC7	Serine/threonine-protein kinase 6 (Uncharacterized protein)	
I1RA20	Calcium/calmodulin-dependent protein kinase type I (Uncharacterized protein)	
Q9KTE2	Endoribonuclease YbeY (EC 3.1.-.-)	
J7H173	NADPH oxidase B	
Q9Z4T0	Putative two-component response regulator	
G4N4Y2	GATA type zinc finger protein Asd4	
Q59SR6	Increased rDNA silencing protein 4	
Q4PBY9	Uncharacterized protein	
Q1KSF2	Mitochondrial branched-chain alpha-keto acid dehydrogenase E1 (EC 1.2.4.2)	
