Record ID	PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	IdentifierTypeOfGeneLocusID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Specific modification/s to the targeted protein or promoter	Accession ID for the modified genetic element  	Known interacting protein(s) in the pathogen	Interacting protein - locus ID 	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Pathogen_NCBI_strain_Taxonomy_ID	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Host_strain_genotype_or cultivar_taxonomy_ID_NCBI	HostGenotype_definedGene of interest	HostGenotype_definedGene of interest _AccessionID	tissue_type	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Disease_development_macroscopically_visible	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	TestedHostTarget_AccessionID	Interaction phenotype	Host_response	Experimental_evidence	Transient Assay Experimental Evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
Record 3311	PHI:2667	Uniprot	H6SB05	Genbank	CCE36717	UT205	PPE18	no data found					no	1773	Mycobacterium tuberculosis	83331	CDC1551	Tuberculosis	Animal	10090	Mouse	C57Bl/6			spleen; lungs; liver	PPE18 was found to selectively downregulate the proin-flammatory and Th1-type immune response	no data found	no data found	p38 mitogen activated protein kinase (MAPK) pathway	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23300718	Pubmed	10.1371/journal.pone.0052601	no comments
Record 3312	PHI:2668	Uniprot	G2Y3E7	Genbank	CCD47187 	T4	bcvel1	no data found					no	40559	Botrytis cinerea	no data found	1750	Grey mould fungus	Eudicot	3885	French bean	Caruso			leaves	Regulatory protein linking light signals with development and secondary metabolism	no data found	no data found	p38 mitogen activated protein kinase (MAPK) pathway	Reduced virulence	no data found	no data found	no data found	no data found	no data found	aberrant	no data found	no data found	no data found	Fenhexamid	126833-17-8	no data found			no data found	Gene deletion: full		na	RP	23308280	Pubmed	10.1371/journal.pone.0053729	bcvel1 mutants was accompanied by the inabilityof the mutant to grow on medium containing fenhexamid
Record 3313	PHI:2669	Uniprot	Q9I1R1	Genbank	AE004647_3	PAO1	PA2206	no data found					no	287	Pseudomonas aeruginosa	208964	PAO1	Nosocomial infections	Animal	7955	Zebrafish	AB line			embryos	LysR-type transcriptional regulators	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Hydrogen peroxide	7722-84-1	no data found			no data found	Gene mutation: characterised		na	RP	23382903	Pubmed	10.1 371/journal.pone. 0054479	PA2206 was found to be required for tolerance to H 2 O 2 in vitro
Record 3314	PHI:2670	Uniprot	A3M486	Genbank	ABO11730	ATCC 17978	tssM	no data found					no	470	Acinetobacter baumannii	400667	ATCC 17978	Nosocomial infections	Eukaryote	44689	Amoebae	no data found			cells	Part of Type VI Secretion System	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23365692	Pubmed	10.1371/journal.pone.0055142	no comments
Record 3315	PHI:2670	Uniprot	A3M486	Genbank	ABO11730	ATCC 17978	tssM	no data found					no	470	Acinetobacter baumannii	400667	ATCC 17978	Nosocomial infections	Insect	7137	Greater wax moth	no data found			larvae	Part of Type VI Secretion System	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23365692	Pubmed	10.1371/journal.pone.0055142	no comments
Record 3316	PHI:2670	Uniprot	A3M486	Genbank	ABO11730	ATCC 17978	tssM	no data found					no	470	Acinetobacter baumannii	400667	ATCC 17978	Nosocomial infections	Animal	10090	Mouse	C57BL/6			lungs; liver	Part of Type VI Secretion System	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23365692	Pubmed	10.1371/journal.pone.0055142	no comments
Record 3317	PHI:2671	Uniprot	P13041	Genbank	VRPR_SALTY	LT2	spvR	no data found					no	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3318	PHI:2672	Uniprot	P0A2P8	Genbank	CRA_SALTY  	LT2	fruR	no data found					no	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3319	PHI:2673	Uniprot	P64394	Genbank	IHFB_SALTY	LT2	himD	no data found					no	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3320	PHI:2674	Uniprot	P14146	Genbank	PHOP_SALTY	LT2	phoP	no data found					PHI:2675	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3321	PHI:2675	Uniprot	P14147	Genbank	PHOQ_SALTY	LT2	phoQ	no data found					PHI:2674	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3322	PHI:2676	Uniprot	Q8ZPP5	Genbank	Q8ZPP5_SALTY	LT2	ssrA 	no data found					PHI:2677	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3323	PHI:2677	Uniprot	Q7CQM5	Genbank	Q7CQM5_SALTY	LT2	ssrB	no data found					PHI:2676	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3324	PHI:2678	Uniprot	P40676	Genbank	SLYA_SALTY	LT2	slyA	no data found					no	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3325	PHI:2679	Uniprot	Q7CQF1	Genbank	Q7CQF1_SALTY	LT2	hnr	no data found					no	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3326	PHI:2680	Uniprot	P0A2F0	Genbank	RPOE_SALT	LT2	rpoE	no data found					no	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3327	PHI:2681	Uniprot	P0A2G1	Genbank	SSRP_SALTY	LT2	smpB	no data found					no	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3328	PHI:2682	Uniprot	P69917	Genbank	CSRA_SALTY	LT2	csrA	no data found					no	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3329	PHI:2683	Uniprot	P0A2E5	Genbank	RPOS_SALTY	LT2	rpoS	no data found					no	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3330	PHI:2684	Uniprot	P0A2T6	Genbank	CRP_SALTY	LT2	crp	no data found					no	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3331	PHI:2685	Uniprot	P0AA19	Genbank	OMPR_SALTY	LT2	ompR	no data found					PHI:2686	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3332	PHI:2686	Uniprot	P08982 	Genbank	ENVZ_SALTY	LT2	envZ	no data found					PHI:2685	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3333	PHI:2687	Uniprot	P0A1R0	Genbank	HFQ_SALTY	LT2	hfq	no data found					no	90371	Salmonella enterica serovar Typhimurium	no data found	ATCC14028s 	Food poisoning	Animal	10090	Mouse	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	no comments
Record 3334	PHI:2688	Uniprot	Q3BQL2	Genbank	CAJ24951	85-10	XopL	no data found					no	456327	Xanthomonas campestris pv. vesicatoria	316273	85-10	no data found	Eudicot	4072	Pepper	ECW			leaves	Novel E3 Ubiquitin Ligase	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23359647	Pubmed	10.1371/journal.ppat.1003121	no comments
Record 3335	PHI:2689	Uniprot	Q6E9X8	Genbank	AAS84970	NRRL 33064	ActA	no data found					no	1639	Listeria monocytogenes	393132	LO28	Listeriosis	Animal	10090	Mouse	KI E16P			spleen; liver; mesenteric lymph nodes; intestine; colon	Virulence determinant; enabling actin polymerization	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23382675	Pubmed	10.1371/jo urnal.ppat. 1003131	ActA plays a key role in persistence within the host and in transmission from the host back to the environment
Record 3336	PHI:2690	Uniprot	P08191	Genbank	CAA29156	K12	FimH	no data found					no	562	Escherichia coli	591946	LF82	Crohn’s disease	Animal	10090	Mouse	FVB/N CEABAC10			gut	Adhesion	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene mutation: characterised		na	RP	23358328	Pubmed	10.1371/jo urnal.ppat.1003 141	no comments
Record 3337	PHI:2691	Uniprot	Q6FUI3	Genbank	XP_446111	CBS 138	IRE1	no data found					no	5478	Candida glabrata	284593	CBS138	Disseminated candidiasis	Animal	10090	Mouse	BALB/c			kidney; spleen	Transmembrane kinase/endoribonuclease	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23382685	Pubmed	10.1371/jo urnal.ppat.1003 160	no comments
Record 3338	PHI:2692	Uniprot	E0W547	Genbank	AEK80452	P7064	Avh5	no data found					no	67593	Phytophthora sojae	no data found	no data found	Soybean stem and root rot	Eudicot	3847	Soybean	no data found			roots	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene mutation: characterised		na	RP	23075041	Pubmed	10.1094/MPMI-07-12-0184-R	no comments
Record 3339	PHI:2693	Uniprot	F0XP73	Genbank	EFX00255 	kw1407	GcABC-G1	no data found					no	226899	Grosmannia clavigera	655863	kw1407	no data found	Conifer	3339	Pinus contorta	no data found			systemic	ABC efﬂux transporter	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	reduced	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23252416	Pubmed	10.1111/nph.12063	no comments
Record 3340	PHI:2694	Uniprot	Q6D000	Genbank	CAG76898	SCRI1043	 rsmB	no data found					no	29471	Pectobacterium atrosepticum	218491	SCRI1043	Rotting of tubers; blackleg disease of the plant stem	Eudicot	4113	Potato	Maris Piper			tubers	Modulates plant cell wall–degrading enzymes	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23113713	Pubmed	10.1094/MPMI-09-12-0210-R	no comments
Record 3341	PHI:2695	Uniprot	Q6CZA0 	Genbank	CAG77150	SCRI1043	metJ	no data found					no	29471	Pectobacterium atrosepticum	218491	SCRI1043	Rotting of tubers; blackleg disease of the plant stem	Eudicot	4113	Potato	Maris Piper			tubers	Repressor of the methionine biosynthesis regulon	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene mutation: uncharacterised		na	RP	23113713	Pubmed	10.1094/MPMI-09-12-0210-R	no comments
Record 3342	PHI:2694	Uniprot	Q6D000	Genbank	CAG76898	SCRI1043	 rsmB	no data found					PHI:2695	29471	Pectobacterium atrosepticum	218491	SCRI1043	Rotting of tubers; blackleg disease of the plant stem	Eudicot	4113	Potato	Maris Piper			tubers	Modulates plant cell wall–degrading enzymes	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23113713	Pubmed	10.1094/MPMI-09-12-0210-R	no comments
Record 3343	PHI:2695	Uniprot	Q6CZA0 	Genbank	CAG77150	SCRI1043	metJ	no data found					PHI:2694	29471	Pectobacterium atrosepticum	218491	SCRI1043	Rotting of tubers; blackleg disease of the plant stem	Eudicot	4113	Potato	Maris Piper			tubers	Repressor of the methionine biosynthesis regulon	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene mutation: uncharacterised		na	RP	23113713	Pubmed	10.1094/MPMI-09-12-0210-R	no comments
Record 3344	PHI:2696	Uniprot	 I1VGT7	Genbank	AFI43935	UK7	NIP2	no data found					no	914237	Rhynchosporium commune	no data found	UK7	Barley leaf scald	Eudicot	4513	Barley	Ingrid			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
Record 3345	PHI:2697	Uniprot	 I1VGT8	Genbank	AFI43936	UK7	NIP3	no data found					no	914237	Rhynchosporium commune	no data found	UK7	Barley leaf scald	Eudicot	4513	Barley	Ingrid			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
Record 3346	PHI:2698	Uniprot	Q02039	Genbank	ABR92629 	no data found	NIP1	no data found					no	914237	Rhynchosporium commune	no data found	UK7	Barley leaf scald	Eudicot	4513	Barley	Ingrid			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
Record 3347	PHI:2696	Uniprot	 I1VGT7	Genbank	AFI43935	UK7	NIP2	no data found					PHI:2698	914237	Rhynchosporium commune	no data found	UK7	Barley leaf scald	Eudicot	4513	Barley	Ingrid			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
Record 3348	PHI:2698	Uniprot	Q02039	Genbank	ABR92629 	no data found	NIP1	no data found					PHI:2696	914237	Rhynchosporium commune	no data found	UK7	Barley leaf scald	Eudicot	4513	Barley	Ingrid			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
Record 3349	PHI:2696	Uniprot	 I1VGT7	Genbank	AFI43935	UK7	NIP2	no data found					no	914237	Rhynchosporium commune	no data found	UK7	Barley leaf scald	Eudicot	4513	Barley	Atlas			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
Record 3350	PHI:2697	Uniprot	 I1VGT8	Genbank	AFI43936	UK7	NIP3	no data found					no	914237	Rhynchosporium commune	no data found	UK7	Barley leaf scald	Eudicot	4513	Barley	Atlas			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
